@timestamp,@billedDuration,@duration,@initDuration,@memorySize
2026-05-30 17:12:26.361,3,2.21,,256000000
2026-05-30 17:12:25.657,2,1.82,,256000000
2026-05-30 17:12:22.862,3,2.01,,256000000
2026-05-30 17:12:20.470,2,1.85,,256000000
2026-05-30 17:12:19.607,3,2.09,,256000000
2026-05-30 17:12:18.162,18,17.88,,256000000
2026-05-30 17:12:17.743,2,1.65,,256000000
2026-05-30 17:12:17.612,2,1.82,,256000000
2026-05-30 17:12:17.586,2,1.72,,256000000
2026-05-30 17:12:17.492,4,3.54,,256000000
2026-05-30 17:12:16.651,3,2.12,,256000000
2026-05-30 17:12:15.344,3,2.1,,256000000
2026-05-30 17:12:15.341,44,43.69,,256000000
2026-05-30 17:12:14.342,2,1.91,,256000000
2026-05-30 17:12:13.207,3,2.39,,256000000
2026-05-30 17:12:13.113,2,1.63,,256000000
2026-05-30 17:12:13.033,2,1.61,,256000000
2026-05-30 17:12:11.321,3,2.05,,256000000
2026-05-30 17:12:11.211,3,2.04,,256000000
2026-05-30 17:12:11.040,2,1.84,,256000000
2026-05-30 17:12:10.242,2,1.8,,256000000
2026-05-30 17:12:09.868,2,1.92,,256000000
2026-05-30 17:12:09.178,3,2.19,,256000000
2026-05-30 17:12:09.088,2,1.66,,256000000
2026-05-30 17:12:08.339,3,2.13,,256000000
2026-05-30 17:12:07.758,3,2.11,,256000000
2026-05-30 17:12:07.498,2,1.9,,256000000
2026-05-30 17:12:07.138,3,2.07,,256000000
2026-05-30 17:12:06.999,4,3.17,,256000000
2026-05-30 17:12:06.139,70,69.16,,256000000
2026-05-30 17:12:05.918,3,2.15,,256000000
2026-05-30 17:12:05.674,2,1.79,,256000000
2026-05-30 17:12:05.578,2,1.71,,256000000
2026-05-30 17:12:05.566,2,1.88,,256000000
2026-05-30 17:12:04.620,111,110.11,,256000000
2026-05-30 17:12:03.398,3,2.31,,256000000
2026-05-30 17:12:02.965,3,2.49,,256000000
2026-05-30 17:12:02.595,2,2,,256000000
2026-05-30 17:12:02.540,18,17.69,,256000000
2026-05-30 17:12:01.961,2,1.93,,256000000
2026-05-30 17:12:01.449,2,1.78,,256000000
2026-05-30 17:12:01.078,3,2.06,,256000000
2026-05-30 17:12:00.912,2,1.91,,256000000
2026-05-30 17:12:00.159,2,1.98,,256000000
2026-05-30 17:11:59.732,3,2.46,,256000000
