Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/Prod/predict/lgbm_arpa,8138,0,140,180.74157002863134,126.547992000269,5371.984981999958,167.0,27.100790561276085,0.0,140,140,160,250,340,340,350,370,540,5400,5400
,Aggregated,8138,0,140,180.74157002863134,126.547992000269,5371.984981999958,167.0,27.100790561276085,0.0,140,140,160,250,340,340,350,370,540,5400,5400
